id,regija,podregija,barva,alkohol,zamasek,opis,popularnost
115510,Castille and Leon,Ribera del Duero,Red,14.0,Cork,"This is a very well-balanced wine, harmonious, with a rich bouquet and incredible expressiveness. Worthy fruit of the vine and of a job well done.",1637
119663,Burgundy,St. Aubin,Red,13.0,Cork,"A magnificent plot in St. Aubin producing wines with great character.  This wine comes from limestone soils and 50yr old vines and vinified in 25% new French oak. A concentrated wine with medium tannins. On the nose, complex aromas and good fullness in the mouth with deep cherry flavours.  This one should age for at least a decade."" - Importer",1420
118223,Alsace,Alsace,White,14.34,Cork,"The nose opens with enticing aromas of figs, ripe pear, and almond marzipan. With an opulent and creamy texture on the palate, this wine unveils pure intensity and great balance. Very long and elegant finish.",1070
113939,Washington,Washington,Red,13.5,Cork,"From the Winemakers' Website: ""This round, structured Merlot is packed with rich flavors & aromas of blackberry, plum, cherry & mocha. Balanced in style, the wine is soft, approachable & food friendly."" Blend: 85% Merlot, 10% Syrah, 4% Cabernet Sauvignon & 1% other select varieties.",1973
115145,Israel,Israel,Red,13.5,Cork,"Abarbanel is proud to offer our 2016 and 2017 vintages of Cabernet Sauvignon. For those of you who don’t want to be overwhelmed and buried by your wine when having a meal, this is a medium-bodied Cab that will delight you with its blackberry, cherry, herb and coffee notes. This is not a jammy fruit bomb, Batch 22 Cab is a sophisticated and smooth Bordeaux-style classic French Cabernet Sauvignon. Low tannins so it’s ready-to-go along with a clean, clear fruity finish. Abarbanel Cabernet has been popular since our very first vintage in 1994 and is still handcrafted by our winemaker Roger Jean Jean who has been making our Languedoc wines for the past 20-plus years. This wine’s grapes are sourced from a single vineyard (Les Dolmens Rouges) near Ouveillan in the Aude River Valley in the South of France."" - Winery",1836
115191,Rhone,Crozes-Hermitage,Red,14.0,Cork,"21 hectares of Syrah in Mercurol lieu-dit of Crozes-Hermitage. They yield an average of modest 40 hectoliters/hectare. Average vine age: 30 years. No chemical additives in their vineyards (practicing biodynamic). Soils are worked manually, grapes are hand harvested. 100% de-stemmed, fermented with natural yeasts. Minimal quantities of sulfur added at bottling. 
<br>
-- Importer
",1565
115490,California,California Kosher,Red,14.5,Cork,"Grown in Paso Robles, California, this bold and rich Cabernet Sauvignon displays wonderful aromas of black cherry, boysenberry and tobacco. A soft mouth feel and pleasantly rich soft tannin makes this big red a perfect food wine.",1135
118689,Burgundy,Bourgogne Rouge,Red,13.5,Cork,"The age of these old vines produces a fruity, round wine, especially in very sunny years."" -Winery",1359
114345,South Island,Marlborough,White,13.0,Screwtop,"The newly released 2018 vintage offers beautiful aromatics of spice, pear, tropical fruits and a refreshing vein of acidity. Like all of our wines, this multi-award winning Pinot Gris was grown from premium vineyards across the world famous Marlborough region of New Zealand. Perfect with a Thai Green Curry, or for a decadent options, try it with scallops wrapped in prosciutto."" - Winery",1709
118206,Georgia,Kakheti,Red,,Cork,"Kindzmarauli is located within Kakheti on the left bank of the Alazani River, at the foothills of the Caucus Mountains. The name Kindzmarauli is also that of the appellation-controlled semi-sweet red wine produced in the area. The soils in the area are stonier and sparser, resulting in wines that are more mineral and higher in acidity—the perfect balance for the traditional semi-sweet style."" - Winery",1924
118532,Burgundy,Rully,White,13.0,Cork,"Organically farmed, very well made, Stone fruit and citrus on the nose and palate with a touch of pastry. Bright and delicious. Medium bodied with a long mineral finish.",1027
118236,South Australia,McLaren Vale,Red,14.5,Screwtop,"This wine screams value. A rich ruby red appearance with a fragrant nose of raspberry, a hint of dark cherry and spice. Silky texture on the palate, but with a juicy fruit core that shows plum, red berries, and a savory finish. There are lovely soft tannins and some slight acidity. The fruit weight and silkyness means this wine can be enjoyed now, but it will keep developing over time. with minimal disease pressure and above average crop levels.",1477
113990,California,Santa Barbara,Red,13.9,Screwtop,"This medium to full-bodied Pinot Noir displays enticing cherry, raspberry and strawberry fruit flavors on the nose and palate, complemented by nuances of spice, clove and herbs with a hint of toasty oak. Enjoy a glass tonight with your favorite pizza, grilled salmon, or by itself!"" - Winery",1498
118343,California,Napa,Red,14.5,Cork,"Ripe dark cherry,cassis and dark plum along with well integrated sweet oak aromas. Rich and full-bodied with abundant yet soft tannins. The finish is long and layered.",1532
119023,Rhone,Chateauneuf du Pape,Red,14.0,Cork,,1861
59840,Port,Tawny,Red,20.0,Cork,"A refined and subtle Port. Outstanding. Lovely aromas of flan, caramel and egg custard with a hint of toffee. Medium-bodied, with a light sweetness and a refined, clean finish. Tastes older than 10 years. Drink now. 20,000 cases made.",1461
110924,Burgundy,Chablis,White,12.5,Cork,"A stunning, hand-crafted premier cru Vaillons from thirty-year-old vines. This is classic Chablis: precise, pure, and driven. Velvety citrus fruit gives way to textbook chalk, slate, and stone.",1031
119152,California,California,Red,13.5,Cork,"All new Crosby Cab is bigger and better than ever all the way down to the label. Fantastically remastered, the wines of Crosby are crafted from declassified grapes, that otherwise would have created a wine of considerably more money. Crosby’s Cab represents excellent value while offering delicious quality. Big bold flavors are balanced w/ beautiful finesse on the finish not often found at this price. Juicy notes of dark cherry, currant, and blackberry with a touch of spice & soft tannins. Great structure is present while finishing silky smooth & easy to drink. The perfect wine to sit back & relax!",1898
118733,California,Napa,Rose,12.6,Cork,"Schramsberg Brut Rosé is flavorful, complex and dry, making it both versatile with food and delicious by itself as an apéritif. The character of the wine is most strongly influenced by bright, flavorful Pinot Noir grown in Carneros, Anderson Valley, and the Sonoma and Marin coastal areas. A few small lots of Pinot Noir are fermented in contact with their skins to add depth and subtle color to this unique sparkling wine. Chardonnay gives spice, structure and length on the palate.""- Winery",1877
115582,Roussillon,Corbieres,Red,14.0,Cork,"Dark ruby color. Notes of bramble, dried boysenberries, grilled herbs and cardamom spice. ",1524
114686,Loire,Saumur-Champigny,Red,13.0,Cork,"Deep, ruby red. On the nose, intense red fruit with toasted notes. On the palate, ample and generous, with supple and unctuous tannins, mineral finish.",1174
119410,California Sonoma,Sonoma Pinot Noir,Red,14.5,Screwtop,,1318
118238,Washington,Columbia Valley,White,13.0,Screwtop,"Pale in the glass with a fresh nose to follow, this Sauvignon Blanc has notes of fresh green grass, lemon curd and light pear. The palate is bright and full of citrus peel and floral notes, followed by a touch of honey.  This medium bodied is perfect for enjoying on a warm day accompanied by your favorite salad or assortment of cheeses.",1748
119556,Bordeaux,Margaux,Red,14.0,Cork,"Deyrem Valentin is an old Bordeaux property, with an history that dates back to 1730. It is a rather small family owned property for the Margaux appellation with 13 hectares, located slightly north of the Margaux village and appellation. It has belonged to the Sorge family since 1928. Jean Sorge has been running the estate with help of his two daughters, especially Christelle who is now managing the estate. In short, this property is a small, focused, family operation, who in some vintages can eclipse far more exalted names."" - Importer",1965
118117,California,Napa,Red,13.9,Cork,"With alluring layers of blueberry, blackberry and wild strawberry, as well as hints of anise and vanilla, this impeccably balanced wine offers silky tannins and rich, mouth-filling flavors. The finish is lush, elegant and energetic, highlighting the best of Sonoma County. Varietal Composition: 52% Cabernet Sauvignon, 37% Merlot, 6% Petite Sirah, 2% Zinfandel, 2% Carignan, 1% Syrah",1066
113508,South Island,Marlborough,White,13.0,Screwtop,"Intense and lifted aromas of guava, passionfruit, lemon juice, and ruby grapefruit. The palate is surprisingly textural and shows ripe citrus and stone fruit flavors. A refreshing and lively line of natural acidity provides focus to the long and clean finish.""-Winery",1436
87336,0,Japanese Plum Wine,Rose,12.5,Screwtop,"Using selected Japanese Plum, ""Ume"", Hakutsuru Plum Wine has been brewed with highly developed fermentation skills and technique. It is characterized by its refreshing semi-sweet, sour taste and well-matured aroma from plum fruit."" Winery Notes",1123
66790,Moldova,Moldova,Rose,5.5,Cork,"A special bouquet with unique aromatic qualities. These wines express the particularities of Moldova’s beautiful climate and landscapes. Moldova series wines are the union of local winemaking traditions and culture in combination with the best modern technologies. This way it satisfies even the most sophisticated wine consumers’ taste. These wines are produced by the classic technology, from selected grape types of “Purcari” area."" -Winery",1089
118438,Veneto,Amarone,Red,15.0,Cork,"This deep ruby-red wine has powerful, complex aromas of dried plums and balsamic (anise, fennel, mint) traces. Quite dry (not sweet) on the palate, soft and with bright acidity, the wine shows flavors of baked cherry, chocolate and cinnamon. Structured but noble, delicate tannins precede a long finish.""- Winery",1573
117634,California,Napa,Red,14.0,Cork,,1820
116845,California,Napa,White,13.5,Cork,"A balance of flavors and textures, this Napa Valley Chardonnay has hints of tropical fruit and vanilla. Aged in 10% new French oak, notes of pineapple and ripe citrus are complemented with a touch of toast on the finish.",1338
118292,Bordeaux,Pomerol,Red,13.0,Cork,,1292
116491,Portugal,Vinhos Verdes,White,11.0,Cork,"The grapes are grown in two areas of Vinho Verde; Amarante and Lousada. The vines are on average 25-30 years old. 100-150 meters above sea level Granite All work is done by hand and practicing organic

VINIFICATION - The wine is made in a the very typical and traditional way for the region. Wild yeasts are used and the wine is bottled before it is dry with some residual sugar and the fine lees. The wine then re-ferments in the bottle leaving a little bit of spritz and a cloudy appearance. No sulphur is used so malo also takes place in the bottle.",1768
117787,California,Lodi,Red,14.0,Cork,"This wine is tall, dark and handsome. Dressed in dark ruby, exuding dark fruit notes like blackberry, dark cherry, black currant and even pepper. A full body of more dark fruit, mocha and coffee ends with a long, dry but fruit forward finish."" - Winery",1787
118341,California,California,White,13.5,Screwtop,"Luscious honeysuckle, ripe pear and fresh lemongrass intertwine in this medium-bodied Vintner's Sauvignon Blanc. Hints of fresh tropical grapefruit complement the subtle mineral quality while added layers of fig and honeysuckle round out this crisp, aromatic wine."" - Winery",1857
119958,Burgundy,Beaujolais,Red,,Cork,"This Cuvée ""wild soul"" impresses with its friendliness, its freshness, an unpretentious fruit bomb. 100% Gamay based, it blends different Beaujolais-Villages. The cuvée «Wild Soul», is an anytime light red wine, unpretentious, with a great freshness and purity. Thanks to this fabulous gamay grapes so aromatic, planted on granitic terroirs."" - Winery",1504
98796,Tuscany,Chianti Classico,Red,13.0,Cork,"Nipozzano 2013 is a brilliant, clear scarlet red. The nose is complex and intense with prevalent red fruit scents of bitter cherry, plum, and raspberry followed by spiced and toasted notes of pepper, nutmeg and coffee. In the mouth the wine is warm, soft and significantly fresh. Nipozzano 2013 is elegant and enveloping, with fine tannins that are well balanced in the wine’s structure and a long and persistent fruity finish."" -Winery",1154
107136,California,Napa,Red,15.9,Cork,,1441
114484,California,California Cabernet Sauvignon,Red,14.8,Cork,"Bright fruit, spice & texture come from the high elevations of Lake County & dark fruits, old-world characters & dried herbs come from the low elevations of Napa County. The merriment of the two create tobacco, cherry, & cassis aromas. On the palate, we get dried fruits, old world spice, integrated oak, notes of cedar & a lingering finish."" ---Joy Merrilees, Director of Winemaking & Production",1011
118530,Burgundy,Burgundy,Red,12.5,Cork,"A very ripe, indeed slightly jammy nose is composed by notes of cassis and black cherry. The ripeness continues onto the velvety and suave flavors that possess a seductive mouthfeel before concluding in a lingering finish. This isn't typical but it's impressive nonetheless."" - 87 Points Burghound",1912
118321,Portugal,Lisboa,Red,13.0,Cork,"The vineyards of Colares, cultivated on sandy soil free of phylloxera, are planted on their own roots. Ramisco is a grape variety exists exclusively in this tiny region. It is very tannic and with high natural acidity representing two structural components responsible for the wines longevity. This house was founded in 1898 by António Bernardino da Silva Chitas in Azenhas do Mar not far from Lisbon and very close to the Atlantic ocean.This is one of the oldest producers in the region and one who is resistant to the urban pressure that invades the land. His wines maintain typicity and its old school profile.",1695
119284,Loire,Pouilly Fume,White,,Cork,"Harvested on the best limestone slopes of the appellation blessed with southwestern exposure. Les ""Cris"" is the local term used to describe a parcel of vines planted in caillottes or pebbly limestone soil."" - Importer",1380
114679,Sicily,Sicilia IGT,Red,13.5,Cork,"uhar, meaning flower, is sourced from parcels located in the heart of the vineyard. Here, vines grow on clay soils, sheltered from the wine, and in full sunlight. Two great varieties are planted: Nero d’Avola, which develops rich tannins and body in these conditions, and Pinot Noir, King of Burgundy, which responds well to the heat of Sicily with color, softness and depth unlike anywhere else. Bright, ruby-red color and a bouquet with strong aromas of dried fruits. The palate is warm and full with a balanced acidity and elegant tannins. The finish is long and lingering and at this point, we discover again the classic aromas of a Pinot Noir ripened by the hot, Sicilian sun. Pairs well with roasted meats, game and truffle dishes."" - Importer",1103
120112,Alsace,Alsace Riesling,White,13.0,Cork,"Michel Nartz is a family winery
established in the picturesque
and medieval village of Dambachla-Ville. The family possess 5
hectares divided into multiple
small parcels all around the
village of Dam bach-la-Ville, but
also in in the nearby villages of
Scherwiller and Châtenois. They
are very proud to have vineyards
located in the heart of the Grand
Cru Frankstein, one of the 51
Grand Crus in Alsace which has a
particular granitic soil that
gives an intense minerality to
the wine.""
-Importer",1553
117913,Loire,Chinon,Red,13.0,Cork,"Very solid, reveling a nicely roasted wood note. Les Cornuelles has a very clear and fruity sour cherry aroma with discreet tar aromas; it indicates a lovey purity and elegance. The wine is medium-bodied, racy and silky textured, a really fresh, yet just ripe Cabernet Franc with sour cherry, black berry and floral flavors in the finish."" -Importer",1800
113003,Southwest,Gascogny,White,11.5,Screwtop,"A distinctive bouquet with fine intense floral notes, some minerality, and the underlying suggestion of ripe grapes. Fresh and refined with an attractive intensity. A fine expression of Sauvignon Blanc, this wine is a delight. Quality grapes and a winemaker’s expert touch combined to reach new heights."" - Winery",1945
110882,La Rioja,Rioja,Red,14.5,Cork,"Tobelos Garnacha is a single-variety Garnacha red wine. Wine recommended for those who are passionate about discovering new grapes. Ideal to drink with: game poultry, red meats and blue fish. Colour: Good-covered red cherry with garnet tones. Nose: Powerful and elegant on the nose, excellent and complex expression, ripe fruit, balsamic aromas, aromatic herbs, mineral with spicy notes. Palate: Good structure, tasty, rich tannins, good balance for its lively acidity and powerful finish, meaty and aromatic, again highlighting its varietal character, balsamic and mineral."" - Winery",1046
113845,Tuscany,Chianti,Red,14.5,Cork,"Gallule -- the ancient name of the property -- is also the label of our Chianti Classico Riserva. This wine is made exclusively from Sangiovese grapes grown in centuries-old terraced vineyards on the Antico Podere Gagliole. These landmark protected terraces were already famed for their grapes in medieval times. This is a wine of great harmony and remarkable depth, rich and complex, and with a lovely garnet hue – qualities that only very old Sangiovese vines can produce. Documents mentioning the Gagliole Estate date back hundreds of years and there are countless ancient legends regarding this property, which continues to conserve memories of a distant time. A manuscript in the State Archives in Siena reveals that the son of the Langobard King Berengarius, who had fallen in love with the Tuscan countryside, bequeathed the Gagliole Estate to his wife in 994 A.D. The passing of centuries did no harm to the beauty of this estate which preserves the special character of this unique landscape."" - Winery",1416
119710,California,California,Red,13.5,Cork,"The 2019 Block Nine Pinot is beautifully long and rich in ripe cherry and berry flavors. The aromas exhibit generous bright fruit with a mix of strawberry, violets, plum, tea, and a hint of clove. Flavorful and silky in the mouth with good body, this wine is seductive showing wild cherries and a hint of sandalwood to complete its complex finish
",1683
115624,Veneto,Venezie IGT,White,12.5,Screwtop,"Our Pinot Grigio is crafted from grapes sourced from the foothills of the Italian Alps, making for a uniquely flavorful wine. Refreshing fruit flavors of fresh pear, cantaloupe, apple and pineapple lead to a crisp finish with subtle notes of honey and lemon zest. Pair with Caesar salad, chicken fettuccine alfredo or a poolside cabana. - Winery",1379
118575,Burgundy,Bourgogne Blanc,White,,Cork,"The domaine’s Chardonnay vines average 20 years of age and are severely pruned in the Guyot Simple method to prevent excess production. Moreau has two superb parcels of Chardonnay vines with different soils. One has pure, white limestone soil; so pure is the limestone that it is almost clear at the top of its steep slope. This site imparts a distinct minerality. The other parcel has a stony, red clay soil; its south-east exposure and slight slope ensures optimal ripening and gives the wine its structure and body. It is the combination of both origins that makes the Moreau Chardonnay Bourgogne Blanc at once rich, concentrated, fresh and complex. Moreau ferments in 400 litre oak casks; 20% new, and the balance between 1 to 4 years old. The lees are stirred about once per week over the first 6 weeks only, in order to enrich the young wine while maintaining freshness. The fermentation period usually last for 2 weeks using the grape’s native yeasts, and is followed by 6 months of maturation in barrel. Malolactic fermentation takes place in barrel, after which the wine is racked for the first time. The young wine is then transferred to stainless steel tanks in March to harmonize the cuvée and complete its development on the fine lees."" - Importer",1729
119642,California,Napa,Red,14.4,Cork,"The nose has aromas of cherry blossom, watermelon and strawberry followed by an explosion on the palate of passion fruit and peach. With its round mouthfeel, this wine has perfectly balanced acidity and an addicting finish. Serve slightly chilled, it's perfect with anything spicy, like your favorite street tacos, Thai noodles or barbecued ribs. Enjoy this wine in its youth."" - Importer",1396
118694,Castilla La Mancha,Madrid,Red,14.0,Cork,"Navaherrerros is a red wine made from grenache grapes from every vineyard in the estate. Through different soils, orientations and microclimates, it expresses San Martin de Valdeiglesias' terroir. The ages of the vines range from 40 to 80 and planting densities from 1,900 to 2,200 vines per hectare."" - Winery",1816
112993,California,Sonoma,Red,13.9,Cork,"The ridge in between Graton and Occidental is known by several names—Occidental Ridge; Stoetz Ridge; and, perhaps most commonly, Harrison Grade, after its principal roadway. Harmony Lane occupies a three-acre site of fine Goldridge soil just below this ridgeline at about 800 feet. This elevation puts the vineyard right at the edge of the marine layer: the fog laps the vineyard like a shoreline, creating a dynamic warm-and-cool environment that creates wines of elegant bearing and tight precision. "" - Winery",1545
118149,France,Bandol,Rose,14.0,Cork,"Every January, this cuvée is assembled by Peter Weygandt at the domaine with Stéphane Bourret (wine-maker) and the Bronzo family so every year the blend is a little different, but the quality and signature ""Bastide Blanche Bandol rosé"" character never strays. Dominant Mourvèdre with about equal parts Cinsault and Grenache from hand-harvested grapes on clay-limestone soil with cailloux, yielding only about 36hL/ha. About 1100 cases produced. - Importer",1115
114984,Burgundy,Clos Vougeot,Red,13.0,Cork," An incredible example of Clos Vougeot from 2 parcels from 95 year-old vines that are sited near the Château, the best location for Clos Vougeot.  The deep rich and velvety wine has terrific dark cherry notes with excellent minerality that exhbits outstanding earthy flavors. A wine to drink for at least a quarter of a century.",1400
120074,Mendoza,Lujan de Cuyo,Red,14.0,Cork,"The signature wines of Decero are three varietal wines: Malbec, Cabernet Sauvignon and Syrah. As with each of the wines of Finca Decero, they bear the distinct hallmark of our unique Remolinos Vineyard. The tapestry of soils enabled us to plant the vines on the soil most suited to each variety, helping each wine show their classic varietal expression. Located at the highest part of the Agrelo (1050m/3500ft), Remolinos Vineyard experiences distinctly cool nights which are felt in the fresh acidity and overall elegance of the wines. The subtle nuances of these wines reflect the year-round, world-class attention to detail across the Finca Decero estate. In contrast to traditionally heavier styles of wine from Argentina, Decero has carved out a distinct profile as elegant, balanced wines which are extremely well suited to food pairing.""
-Winery",1050
115639,Oregon,Willamette Valley,Red,13.8,Cork,"Mineral Springs Vineyard consists of 34 acres of Pinot Noir and Chardonnay situated along the ridgeline of the greater property of 240 acres we call Mineral Springs Ranch (“MSR”). This is a privileged location in the world for Willamette Valley Pinot Noir. The right elevation, aspect, row orientation, ventilation and uniquely well-drained soils derived from marine sedimentary sandstone all contribute to consistently great results. Remaining acreage is committed to a diverse and inspired set of uses such as fir forest, oak woodland preservation, orchards, an heirloom vegetable farm, organic grain cultivation, and grazing lands. Michelle Soter’s vision is the Ranch produce more than just wine-that it act as a source of food for employees, guests and local charities. The Soters believe elevating the vine only serves to highlight the land that nurtures us all."" -Winery ",1953
112558,Burgundy,Corton,Red,13.0,Cork,"Pommard 1er Cru ""Clos Blanc"" is located along the Route des Grands Crus road just next to the entrance to the village of Pommard and is contiguous to Les Grands Epenots. It is named “Clos Blanc” because of the large concentration of limestone and clay, so much so that the soil appears white. Following the phylloxera crisis, this parcel was the first of the village to be replanted."" - Importer",1791
111640,La Rioja,Rioja,Red,14.0,Cork,"Attractive colour with luminous highlights. Soft spice and refined oak on the nose with a depth of jammy red berry fruits. Luscious and Intense on tasting with pleasant tannins that mingle with fresh and mature fruit. Finishes with delicious, long-lasting flavours."" - Winery",1142
118010,California,North Coast,Red,,,,1512
118270,Burgundy,Burgundy,White,13.0,Cork,"From two mature vineyards in La Roche Vineuse, this is a classic white Burgundy with a nose of lush citrus, stone fruit and spicy minerality. The textured mid-palate shows ﬂ avors of lightly grilled lemon and white fruits while a long line of vibrant acidity enlivens the ﬁ nish.",1841
115288,Burgundy,Pommard,Red,13.0,Cork,"This plot of Pommard, named “Rue au Porc”, is facing South-East, and is next to the river which crosses Pommard. This vineyard of 1 hectare is a “clos” surrounded by walls. In this part of the village one can find ancient alluvial soils. From these rather young vines come some chewy tannins and it delivers a powerful bouquet on the nose. In its youth, decant the wine at least an hour before serving. You can cellar it for up to 10 years and it will be at its peak in five to six years."" - Winery",1904
118283,Beaujolais,Beaujolais,Red,13.5,Cork,,1007
112192,Campania,Campania IGT,White,13.0,Cork,,1457
116058,California,Paso Robles,White,14.0,Cork,"On the nose, this wine has aromas of toasted oak, caramel and buttered popcorn, with vanilla, oak, and spice notes on the palate, combined with a bright crisp mouthfeel. Pair with seafood dishes and delicious with pizza with white sauce."" - Winery",1210
115891,Roussillon,Cotes du Catalanes,Red,14.0,Cork,"An elegant and sumptuous nose of lavender, all-spice, coriander seed and luscious boysenberry fruit. The palate is quite dense but is well-rounded with blue and red fruit characteristics combined with nutmeg, sandalwood and crushed ground pepper.",1705
117742,Bordeaux,Bordeaux Superior,Red,13.5,Cork,Fruity and fresh with linear red fruit tones and a mellow finish. A great crowd pleaser that can bring anyone to appreciate Bordeaux.,1355
120116,Portugal,Vinhos Verdes,White,12.5,Cork,"Farming is fully sustainable. The
estate was recently certified for
‘Integrated Production’ which
refers to a sustainable farming
system that places an emphasis on
involving the entire vineyard as an
ecosystem and the preservation and
improvement of soil fertility, as
well as a diversified environment.
The grapes are harvested by hand
and sorted in the field before being
carefully transported to the
winery. After a pre-fermentation
maceration, the grapes are pressed,
followed by alcoholic fermentation
at a controlled temperature between
16ºc and 18ºc in stainless steel.
After fermentation, the wine spends
3 months on the fine lees with
occasional batonnage. It is then
fined with Bentonite (vegan) and
lightly filtered before bottling.""
Importer",1586
114195,Bordeaux,Pessac-Leognan,White,12.5,Cork,"This wine is characterized by a typical Sauvignon which delivers citrus notes and a fleshy and elegant mouth. This crisp and fruity wine is rounded by the sweet and fat of the Semillon.."" - Importer",1139
114800,California,California,Red,13.5,Screwtop,"From the Winemakers' Website: ""Our Pinot Noir comes from California’s Central Coast, where the bright sun & cool maritime fog allows for elegantly structured grapes. Delightful flavors of strawberry, cherry & spice lead to a balanced wine with a silky finish. Enjoy with grilled salmon, chocolate covered strawberries or a patio lunch date"".",1093
119300,Coastal Region,Stellenbosch,Red,,Cork,"David & Nadia is a family owned Swartland driven project and we focus on a
spectrum of organic, old and dry land bush vine vineyards from different areas with
different soil types throughout the Swartland, farmed by like-minded people. We
are members of the Swartland Independent Producers. In the vineyard we aim for biological farming and in the cellar we work as natural
as possible. It is all about the soil and vineyards after all. We believe in a pure, fresh
and natural style where site and soil are at work with minimal influence from a
winemaking point of view."" - Winery",1569
117750,California,Santa Barbara,Red,13.0,Cork,"Source from own rooted vines planted at the Happy Canyon Vineyard in the east side of the Santa Ynez Valey. The wine is fermented using native yeast. Once dry, we rack the juice and press off the whole cluster lots. The wine is transferred to neutral oak barrels for the winter. Once malo is complete we transfer to tank prior to bottling. 
<br>
* Limited release from the winery *
<br>
-- Estate
",1990
108795,Burgundy,Ladoix-Serrigny,Red,13.0,Cork,"Surrounded by the great Grand Crus of the Corton Hill this outstanding wine is one the will provide years of drinking pleasure.  The wine has a deep red color with intense flavors of classic Pinot Noir characteristics.  The medium body wine is rich, round, and beautifully balanced.",1247
118142,Rhone,Cotes du Luberon,Rose,,Cork,"This is a real standout, offering the ethereal pale salmon color
and bright salty snap we’ve come to love about Provençal rosé,
but without the confected, “commercial,” overly aromatically
exuberant character that sometimes mars those wines. This is a
non-flashy rosé of great mineral character, showing its soil influence
clearly, and offering subtle red fruits and vigorous acidity on
the palate."" - Importer",1617
118697,Catalonia,Priorat,White,13.0,Cork,"The grapes are spontaneously fermented mainly in whole bunches with short skull maceration. The wines ripen in small cement tanks and amphorae of ceramics, porcelain or glass. Different vintages are mixed in some cases by tapping.",1302
116792,Sicily,Sicilia IGT,White,12.5,Screwtop,"Easy to serve and easy to drink, the wine is bright, crisp and lively on the palate with soft citrus notes.",1752
115174,California,Lake,White,13.8,Cork,"This Chardonnay has notes of pear, green apple, melon & citrus with undertones of lightly toasted coconut, oak, caramel & a long, juicy finish"".---Joy Merrilees, Director of Winemaking & Production",1181
111795,Provence,Cotes de Provence,Rose,12.5,Cork,"Bright and refreshing. Notes of red fruits and white flowers with a long, smooth finish.",1882
109420,Champagne,Champagne,Rose,12.5,Cork,"This is a sheer version of this dewy-fruited being, all class and spring water purity. It’s as pretty as strawberries you never forgot because they were so divine."" – Terry Theise
",1928
32829,Veneto,Prosecco,White,11.0,Cork,"Sisters Antonella and Ersiliana Bronca have steered their estate along the path of quality since taking over the reigns from their father Livio. Joined by Antonella’s husband, Pietro, a winemaker, and Ersiliana’s daughter Elisa, who has recently graduated with a degree in enology, this family team works hard in the vineyard and in the cellar to produce the purest Prosecco out there. The wine is classified as a Prosecco Colli Conegliano DOCG, the region having recently achieved DOCG status as of April 2010. In addition, many of their steep, hillside vineyards lie within the borders of the prized Valdobbiadene region. The fact that they straddle this border means that they are perfectly situated to produce quality red wines as well, wines that have earned them 3 glasses and much praise from the Gambero Rosso. In fact, this is one of the only Proseccos to ever be featured at the Gambero Rosso’s annual tour of Tre-Bicchieri winners, an honor the winery does not take lightly.<BR><BR>

Polaner Selections is thrilled to be representing this winery and to be offering their outstanding Prosecco Extra Dry, which the Gambero Rosso has described as “clearly defined, succulent and moreish” (which is apparently British English for something so delicious you have to eat or drink it). Work in the winery’s 20 hectares of vineyards is impeccable and the grapes are certified organic. In the cellar, techniques lean towards high-tech: As soon as the grapes are pressed, the pure must – primarily Prosecco with small amounts of the indigenous varieties Perera, Verdiso and Bianchetta – is brought down to freezing temperature, right at the point before the liquid starts to solidify. Preserved in this stasis, only the exact amount needed is extracted at the time of bottling (several bottlings are made per year), leaving the remaining must conserved in optimal condition while the base wine is returned to fermentation temperature and converted by “charmat” method (in tank) into the freshest, sparkling Prosecco possible. This method guarantees that all the original aromatics and fruit flavors of the grapes, featuring sweet pear, nectarine and white blossoms, are transferred in perfect condition to the finished wine. It is a truly stunning example of Italy’s favorite sparkler—perfect as an aperitif, with delicate dishes and fish, and for celebrating any special occasion."" -Importer",1494
115337,Loire,Anjou,White,14.0,Cork,"Domaine de Clayou rests on 35 hectares in St. Lambert du Lattay in the heart of the Anjou. The estate is farmed by Jean-Bernard and Catherine Chauvin along with their son Denis. Denis is the fourth generation of the family to grow wine on this estate which was founded in 1920 by his great grandfather with just 8ha. Jean-Bernard took over as the head of the domain in 1984. Since 2000 Domaine de Clayou has been certified sustainable by Terra Vitis, an organization that stresses the fair treatment of employees along with avoiding chemical treatments in the vines. The Chauvin’s 20-43-year-old vines are planted to schist and limestone soils across the appellations of Anjou and Coteaux du Layon. They harvest their grapes manually and the wines are vinified in a combination of concrete and fiberglass-lined underground tanks. Clayou’s white wines are crisp, clean and full of lively fruit spending six months in stainless resting on fine lees with occasional battonage. "" - Importer",1601
114623,California,California,White,13.5,Screwtop,"A traditionally-styled Sauvignon Blanc: vibrant and bursting with flavor. Freshly mowed grass and heavily scented figs greet the nose, while citrus blossoms and Meyer lemon zest are crisp and bright with acidity at first sip. The addition of 3% of Sémillion creates a touch of softness, accented by mango, yellow peach and papaya for a roundness in the midpalate. Just as quickly, the lively wine finishes with hints of pineapple and boxwood. Refreshing from first sip to crisp finish, this wine makes your mouth water for more!"" -Winery",1251
111811,Rhone,Chateauneuf du Pape,Red,15.0,Cork,,1744
106011,Port,Port,Red,13.0,Cork,"Intense aroma fragrant and clean, crushed berries, some vegetable attraction medium body, with fruit quality, very much alive, firm tannins and pronounced acidity at the end of the throat.",1314
